perfil_id,version_perfil,vigencia_desde,pais,moneda,descripcion_visible,nivel_informacion_visible,estado_alcance_mvp,actividad_1_familia,actividad_1_codigo_cuoc,actividad_1_ocupacion_cuoc,actividad_1_codigo_denominacion_cuoc,actividad_1_denominacion_cuoc,actividad_1_rol,actividad_1_modalidad_ingreso,actividad_1_visible,actividad_2_familia,actividad_2_codigo_cuoc,actividad_2_ocupacion_cuoc,actividad_2_codigo_denominacion_cuoc,actividad_2_denominacion_cuoc,actividad_2_rol,actividad_2_modalidad_ingreso,actividad_2_visible,cantidad_fuentes_ingreso,estado_ingresos_extraible,hobby_1,hobby_2,meta_declarada,horizonte_meta,responsabilidad_declarada,personas_a_cargo_declaradas,realidad_sintetica_completa,informacion_extraible,informacion_no_determinable,historia_financiera_controlada,liquidez_inicial,deuda_inicial,consentimiento_analisis,particion,es_sintetico,version_esquema,huella_registro,estado_ingreso_actual,ingreso_mensual_neto,actividad_principal_declarada,ingreso_principal,modalidad_ingreso_principal,tiene_ingreso_adicional,ingreso_adicional,modalidad_ingreso_adicional,objetivo_proximo,hobbies,responsabilidad_financiera,tipos_deuda,nivel_endeudamiento_pct,estado_calculo_endeudamiento,habito_ahorro
PERF_0092,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Nutricionista dietista. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 5117000 COP. Hobbies declarados: cocina_y_reposteria.,minima,dentro_del_mvp,nutricion_y_dietetica,22650,Nutricionistas dietistas,22650.014,Nutricionista dietista,principal,variable,si,,,,,,,,no_aplica,1,ingreso_variable_declarado,cocina_y_reposteria,,,,,,actividad_principal:nutricion_y_dietetica | actividad_secundaria:ninguna | hobbies:cocina_y_reposteria | meta:comprar_equipo_de_trabajo | responsabilidad:apoyo_mensual_madre_o_padre | historia:acumulacion_estable,nutricion_y_dietetica,hobbies | meta | responsabilidades,acumulacion_estable,6667705,1054709,si,test,si,fincoach_mvp_estructurado_v2.0,5289b4f002f73bff48bcf0b30a4febac3b28288f845b364969558c4d5365a2b9,variable,5117000,Nutricionista dietista,Nutricionista dietista,variable,no,,,no declarado,cocina_y_reposteria,no declarada,credito,3.52,calculado,media
PERF_0093,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Disc jockey. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 500000 COP. Hobbies declarados: manualidades_y_artesanias | pintura. Objetivo: comprar equipo de trabajo.,amplia,dentro_del_mvp,musica_y_entretenimiento_dj,26521,Intérpretes musicales,26521.035,Disc jockey,principal,estable,si,deporte_competitivo_ciclismo,34210.0,Atletas y deportistas,34210.007,Ciclista,secundaria,mixto,si,1,ingreso_fijo_declarado,manualidades_y_artesanias,pintura,comprar_equipo_de_trabajo,6_a_12_meses,apoyo_parcial_a_dos_familiares,2.0,actividad_principal:musica_y_entretenimiento_dj | actividad_secundaria:deporte_competitivo_ciclismo | hobbies:manualidades_y_artesanias | pintura | meta:comprar_equipo_de_trabajo | responsabilidad:apoyo_parcial_a_dos_familiares | historia:equilibrio_sostenible,musica_y_entretenimiento_dj | deporte_competitivo_ciclismo | manualidades_y_artesanias | pintura | comprar_equipo_de_trabajo | apoyo_parcial_a_dos_familiares,otras_fuentes_no_declaradas,equilibrio_sostenible,6683962,0,si,train,si,fincoach_mvp_estructurado_v2.0,dd4f015ade9ec225cd4a42a8119268170a3b4ea2769650e8bdc5ab98f2f3ebdc,fijo,500000,Disc jockey,Disc jockey,fijo,no,,,comprar equipo de trabajo,manualidades_y_artesanias | pintura,apoyo parcial a dos familiares,sin_deuda,0.0,calculado,baja
PERF_0094,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ciclista. Estado de ingreso actual: apoyo. Ingreso mensual neto declarado: 500000 COP. Hobbies declarados: musica | turismo_y_viajes.,parcial,dentro_del_mvp,deporte_competitivo_ciclismo,34210,Atletas y deportistas,34210.007,Ciclista,principal,apoyo,si,domicilios_mensajeria_y_reparto,96211.0,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",96211.011,Repartidor de domicilios / Repartidora de domicilios,secundaria,variable,no,1,apoyo_declarado,musica,turismo_y_viajes,,,,,actividad_principal:deporte_competitivo_ciclismo | actividad_secundaria:domicilios_mensajeria_y_reparto | hobbies:musica | turismo_y_viajes | meta:comprar_bicicleta | responsabilidad:gastos_de_un_hijo | historia:variable_resiliente,deporte_competitivo_ciclismo | musica | turismo_y_viajes,segunda_actividad_economica | meta | responsabilidades,variable_resiliente,9990222,5522105,si,train,si,fincoach_mvp_estructurado_v2.0,3f61d2f5b23dc4e8f2e12e21f6b58e645480b2575d09e2dd7fa96798d635ef3b,apoyo,500000,Ciclista,apoyo familiar o de terceros,apoyo,no,,,no declarado,musica | turismo_y_viajes,no declarada,credito,61.2,calculado,baja
PERF_0095,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Repartidor de domicilios / Repartidora de domicilios. Estado de ingreso actual: sin_ingresos. Hobbies declarados: fotografia_y_video. Objetivo: ampliar actividad economica.,parcial,dentro_del_mvp,domicilios_mensajeria_y_reparto,96211,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",96211.011,Repartidor de domicilios / Repartidora de domicilios,principal,sin_ingresos,si,,,,,,,,no_aplica,0,sin_ingresos_declarados,fotografia_y_video,,ampliar_actividad_economica,6_meses,medicamentos_de_un_familiar,1.0,actividad_principal:domicilios_mensajeria_y_reparto | actividad_secundaria:ninguna | hobbies:fotografia_y_video | meta:ampliar_actividad_economica | responsabilidad:medicamentos_de_un_familiar | historia:uso_planificado_reserva,domicilios_mensajeria_y_reparto | fotografia_y_video | ampliar_actividad_economica | medicamentos_de_un_familiar,otras_fuentes_no_declaradas,uso_planificado_reserva,6174519,0,si,test,si,fincoach_mvp_estructurado_v2.0,eeabf6c4f241d5c1ffdd38f5d0a872c5bc8a3100c6f54f972b7ba4cab2d7b9cf,sin_ingresos,0,Repartidor de domicilios / Repartidora de domicilios,sin ingresos actualmente; experiencia en Repartidor de domicilios / Repartidora de domicilios,sin_ingresos,no,,,ampliar actividad economica,fotografia_y_video,medicamentos de un familiar,sin_deuda,0.0,sin_ingresos_sin_pago_observado,nunca
PERF_0096,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Vendedor de tienda / Vendedora de tienda. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 2210000 COP. Ingreso adicional: actividad independiente adicional. Hobbies declarados: videojuegos_y_streaming. Objetivo: ampliar actividad economica.,parcial,dentro_del_mvp,ventas_al_por_menor,52230,"Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines",52230.032,Vendedor de tienda / Vendedora de tienda,principal,mixto,si,,,,,,,,no_aplica,2,ingresos_mixtos_declarados,videojuegos_y_streaming,,ampliar_actividad_economica,6_meses,,,actividad_principal:ventas_al_por_menor | actividad_secundaria:ninguna | hobbies:videojuegos_y_streaming | meta:ampliar_actividad_economica | responsabilidad:medicamentos_de_un_familiar | historia:deterioro_reciente,ventas_al_por_menor | videojuegos_y_streaming | ampliar_actividad_economica,responsabilidades,deterioro_reciente,1172161,1808744,si,train,si,fincoach_mvp_estructurado_v2.0,e205bf5b5314a3e1ac3fa108af13eaa1fd507ad10c447ab33c1065ba8536d997,mixto,2210000,Vendedor de tienda / Vendedora de tienda,Vendedor de tienda / Vendedora de tienda,mixto,si,actividad independiente adicional,variable,ampliar actividad economica,videojuegos_y_streaming,no declarada,credito,11.0,calculado,baja
PERF_0097,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Editor de video / Editora de video. Estado de ingreso actual: estacional. Ingreso mensual neto declarado: 5602000 COP. Hobbies declarados: turismo_y_viajes. Objetivo: mejorar vivienda.,parcial,dentro_del_mvp,diseno_audiovisual_y_edicion_de_video,26541,"Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines",26541.06,Editor de video / Editora de video,principal,estacional,si,docencia_y_formacion,23300.0,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,secundaria,estable,no,1,ingreso_estacional_declarado,turismo_y_viajes,,mejorar_vivienda,12_meses,apoyo_parcial_a_dos_familiares,2.0,actividad_principal:diseno_audiovisual_y_edicion_de_video | actividad_secundaria:docencia_y_formacion | hobbies:turismo_y_viajes | meta:mejorar_vivienda | responsabilidad:apoyo_parcial_a_dos_familiares | historia:fragilidad_sostenida,diseno_audiovisual_y_edicion_de_video | turismo_y_viajes | mejorar_vivienda | apoyo_parcial_a_dos_familiares,segunda_actividad_economica,fragilidad_sostenida,1716825,21518542,si,test,si,fincoach_mvp_estructurado_v2.0,057a1b728629c9f2436ce4ec8629e01e1c6d27d01cc3711d5e18527f05fbfd4d,estacional,5602000,Editor de video / Editora de video,Editor de video / Editora de video,estacional,no,,,mejorar vivienda,turismo_y_viajes,apoyo parcial a dos familiares,credito,12.42,calculado,baja
PERF_0098,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Docente de educación básica secundaria. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 2347667 COP. Ingreso adicional: actividad independiente adicional. Hobbies declarados: impresion_3d | cocina_y_reposteria. Objetivo: comprar equipo de trabajo.,parcial,dentro_del_mvp,docencia_y_formacion,23300,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,principal,mixto,si,,,,,,,,no_aplica,2,ingresos_mixtos_declarados,impresion_3d,cocina_y_reposteria,comprar_equipo_de_trabajo,6_a_12_meses,,,actividad_principal:docencia_y_formacion | actividad_secundaria:ninguna | hobbies:impresion_3d | cocina_y_reposteria | meta:comprar_equipo_de_trabajo | responsabilidad:ninguna_declarada | historia:situacion_critica,docencia_y_formacion | comprar_equipo_de_trabajo,hobbies | responsabilidades,situacion_critica,1058921,7375645,si,test,si,fincoach_mvp_estructurado_v2.0,7740e42d9a3f33d34c614a1186757511f93430f6620da03386cb6d91b168da04,mixto,2347667,Docente de educación básica secundaria,Docente de educación básica secundaria,mixto,si,actividad independiente adicional,variable,comprar equipo de trabajo,impresion_3d | cocina_y_reposteria,no declarada,credito,30.01,calculado,alta
PERF_0099,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Horticultor / Horticultora. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 4739667 COP. Hobbies declarados: jardineria_y_agricultura_urbana | impresion_3d. Objetivo: comprar equipo de trabajo.,parcial,dentro_del_mvp,agricultura,61131,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,principal,variable,si,,,,,,,,no_aplica,1,ingreso_variable_declarado,jardineria_y_agricultura_urbana,impresion_3d,comprar_equipo_de_trabajo,6_a_12_meses,,,actividad_principal:agricultura | actividad_secundaria:ninguna | hobbies:jardineria_y_agricultura_urbana | impresion_3d | meta:comprar_equipo_de_trabajo | responsabilidad:gastos_de_un_hijo | historia:acumulacion_estable,agricultura | jardineria_y_agricultura_urbana | impresion_3d | comprar_equipo_de_trabajo,responsabilidades,acumulacion_estable,1288258,3826816,si,train,si,fincoach_mvp_estructurado_v2.0,739ffaf49b004a50d54c919df0601d9e0d460feac353aa325970b4fb79984ca0,variable,4739667,Horticultor / Horticultora,Horticultor / Horticultora,variable,no,,,comprar equipo de trabajo,jardineria_y_agricultura_urbana | impresion_3d,no declarada,credito,2.39,calculado,baja
PERF_0100,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Barbero / Barbera. Estado de ingreso actual: fijo. Ingreso mensual neto declarado: 586000 COP. Hobbies declarados: ciclismo. Objetivo: comprar bicicleta.,parcial,dentro_del_mvp,peluqueria_y_barberia,51410,Peluqueros / Peluqueras,51410.001,Barbero / Barbera,principal,estable,si,,,,,,,,no_aplica,1,ingreso_fijo_declarado,ciclismo,,comprar_bicicleta,6_meses,gastos_de_un_hijo,1.0,actividad_principal:peluqueria_y_barberia | actividad_secundaria:ninguna | hobbies:ciclismo | meta:comprar_bicicleta | responsabilidad:gastos_de_un_hijo | historia:equilibrio_sostenible,peluqueria_y_barberia | comprar_bicicleta | gastos_de_un_hijo,hobbies,equilibrio_sostenible,1353689,796025,si,train,si,fincoach_mvp_estructurado_v2.0,f2b2de45f2514b9f2d2d18d5fd51006d11a77e51e22f03b817924affbd440b2b,fijo,586000,Barbero / Barbera,Barbero / Barbera,fijo,no,,,comprar bicicleta,ciclismo,gastos de un hijo,credito,35.67,calculado,media
PERF_0101,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ingeniero de software / Ingeniera de software. Estado de ingreso actual: sin_ingresos. Hobbies declarados: pintura | videojuegos_y_streaming. Objetivo: pagar deuda.,parcial,dentro_del_mvp,ingenieria_y_desarrollo_de_software,25120,Desarrolladores de software / Desarrolladoras de software,25120.031,Ingeniero de software / Ingeniera de software,principal,sin_ingresos,si,diseno_audiovisual_y_edicion_de_video,26541.0,"Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines",26541.06,Editor de video / Editora de video,secundaria,variable,si,0,sin_ingresos_declarados,pintura,videojuegos_y_streaming,pagar_deuda,3_a_12_meses,,,actividad_principal:ingenieria_y_desarrollo_de_software | actividad_secundaria:diseno_audiovisual_y_edicion_de_video | hobbies:pintura | videojuegos_y_streaming | meta:pagar_deuda | responsabilidad:aporte_hogar_compartido | historia:variable_resiliente,ingenieria_y_desarrollo_de_software | diseno_audiovisual_y_edicion_de_video | pagar_deuda,hobbies | responsabilidades,variable_resiliente,7704798,0,si,train,si,fincoach_mvp_estructurado_v2.0,b078120b58d084b69e0ab88a3981df94c73d219d6dc701b3189b10134b52034c,sin_ingresos,0,Ingeniero de software / Ingeniera de software,sin ingresos actualmente; experiencia en Ingeniero de software / Ingeniera de software,sin_ingresos,no,,,pagar deuda,pintura | videojuegos_y_streaming,no declarada,sin_deuda,0.0,sin_ingresos_sin_pago_observado,nunca
PERF_0102,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Nutricionista dietista. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 6081000 COP. Hobbies declarados: cocina_y_reposteria | turismo_y_viajes. Objetivo: hacer viaje.,amplia,dentro_del_mvp,nutricion_y_dietetica,22650,Nutricionistas dietistas,22650.014,Nutricionista dietista,principal,variable,si,agricultura,61131.0,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,secundaria,estacional,si,1,ingreso_variable_declarado,cocina_y_reposteria,turismo_y_viajes,hacer_viaje,6_a_12_meses,,,actividad_principal:nutricion_y_dietetica | actividad_secundaria:agricultura | hobbies:cocina_y_reposteria | turismo_y_viajes | meta:hacer_viaje | responsabilidad:medicamentos_de_un_familiar | historia:uso_planificado_reserva,nutricion_y_dietetica | agricultura | cocina_y_reposteria | turismo_y_viajes | hacer_viaje,responsabilidades,uso_planificado_reserva,19991553,3927922,si,validation,si,fincoach_mvp_estructurado_v2.0,3d3f2487adb385cfd7c53fd4c57d2e10fedb399c9ff11744e282d29d0a4afb6c,variable,6081000,Nutricionista dietista,Nutricionista dietista,variable,no,,,hacer viaje,cocina_y_reposteria | turismo_y_viajes,no declarada,credito,12.04,calculado,media
PERF_0103,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Disc jockey. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 6489000 COP. Ingreso adicional: Docente de educación básica secundaria. Hobbies declarados: manualidades_y_artesanias | ciclismo.,parcial,dentro_del_mvp,musica_y_entretenimiento_dj,26521,Intérpretes musicales,26521.035,Disc jockey,principal,mixto,si,docencia_y_formacion,23300.0,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,secundaria,estable,si,2,ingresos_mixtos_declarados,manualidades_y_artesanias,ciclismo,,,apoyo_parcial_a_dos_familiares,2.0,actividad_principal:musica_y_entretenimiento_dj | actividad_secundaria:docencia_y_formacion | hobbies:manualidades_y_artesanias | ciclismo | meta:comprar_bicicleta | responsabilidad:apoyo_parcial_a_dos_familiares | historia:deterioro_reciente,musica_y_entretenimiento_dj | docencia_y_formacion | apoyo_parcial_a_dos_familiares,hobbies | meta,deterioro_reciente,10264240,0,si,train,si,fincoach_mvp_estructurado_v2.0,aaa7f1456a6f38599de0bae0580f5be064c0d8ef1afc4ada34b2f33e23be5725,mixto,6489000,Disc jockey,Disc jockey,mixto,si,Docente de educación básica secundaria,variable,no declarado,manualidades_y_artesanias | ciclismo,apoyo parcial a dos familiares,sin_deuda,0.0,calculado,media
PERF_0104,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ciclista. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 3290333 COP. Ingreso adicional: Disc jockey. Hobbies declarados: musica | turismo_y_viajes. Objetivo: mejorar vivienda.,parcial,dentro_del_mvp,deporte_competitivo_ciclismo,34210,Atletas y deportistas,34210.007,Ciclista,principal,mixto,si,musica_y_entretenimiento_dj,26521.0,Intérpretes musicales,26521.035,Disc jockey,secundaria,variable,no,2,ingresos_mixtos_declarados,musica,turismo_y_viajes,mejorar_vivienda,12_meses,medicamentos_de_un_familiar,1.0,actividad_principal:deporte_competitivo_ciclismo | actividad_secundaria:musica_y_entretenimiento_dj | hobbies:musica | turismo_y_viajes | meta:mejorar_vivienda | responsabilidad:medicamentos_de_un_familiar | historia:fragilidad_sostenida,deporte_competitivo_ciclismo | musica | turismo_y_viajes | mejorar_vivienda | medicamentos_de_un_familiar,segunda_actividad_economica,fragilidad_sostenida,381673,15637176,si,train,si,fincoach_mvp_estructurado_v2.0,31de0dfc0303ae90e06b8c12d80f03ae8b90572709f8e0ec397c866ebcac06c5,mixto,3290333,Ciclista,Ciclista,mixto,si,Disc jockey,variable,mejorar vivienda,musica | turismo_y_viajes,medicamentos de un familiar,credito,22.39,calculado,alta
PERF_0105,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Repartidor de domicilios / Repartidora de domicilios. Estado de ingreso actual: estacional. Ingreso mensual neto declarado: 1553500 COP. Hobbies declarados: fotografia_y_video. Objetivo: hacer certificacion profesional.,parcial,dentro_del_mvp,domicilios_mensajeria_y_reparto,96211,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",96211.011,Repartidor de domicilios / Repartidora de domicilios,principal,estacional,si,,,,,,,,no_aplica,1,ingreso_estacional_declarado,fotografia_y_video,,hacer_certificacion_profesional,3_a_6_meses,aporte_hogar_compartido,0.0,actividad_principal:domicilios_mensajeria_y_reparto | actividad_secundaria:ninguna | hobbies:fotografia_y_video | meta:hacer_certificacion_profesional | responsabilidad:aporte_hogar_compartido | historia:situacion_critica,domicilios_mensajeria_y_reparto | hacer_certificacion_profesional | aporte_hogar_compartido,hobbies,situacion_critica,222854,5460188,si,train,si,fincoach_mvp_estructurado_v2.0,057d05814635db87e3f9dab84c8898c0288f3eef24133c03181376e2c19e677a,estacional,1553500,Repartidor de domicilios / Repartidora de domicilios,Repartidor de domicilios / Repartidora de domicilios,estacional,no,,,hacer certificacion profesional,fotografia_y_video,aporte hogar compartido,credito,21.67,calculado,baja
PERF_0106,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Vendedor de tienda / Vendedora de tienda. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 10297333 COP. Ingreso adicional: Disc jockey. Hobbies declarados: videojuegos_y_streaming | turismo_y_viajes. Objetivo: mejorar vivienda.,parcial,dentro_del_mvp,ventas_al_por_menor,52230,"Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines",52230.032,Vendedor de tienda / Vendedora de tienda,principal,mixto,si,musica_y_entretenimiento_dj,26521.0,Intérpretes musicales,26521.035,Disc jockey,secundaria,variable,si,2,ingresos_mixtos_declarados,videojuegos_y_streaming,turismo_y_viajes,mejorar_vivienda,12_meses,apoyo_parcial_a_dos_familiares,2.0,actividad_principal:ventas_al_por_menor | actividad_secundaria:musica_y_entretenimiento_dj | hobbies:videojuegos_y_streaming | turismo_y_viajes | meta:mejorar_vivienda | responsabilidad:apoyo_parcial_a_dos_familiares | historia:acumulacion_estable,ventas_al_por_menor | musica_y_entretenimiento_dj | mejorar_vivienda | apoyo_parcial_a_dos_familiares,hobbies,acumulacion_estable,4653013,8092850,si,train,si,fincoach_mvp_estructurado_v2.0,0e4f96bfa9b4f7227f05fbab48fc2758ed7c5bff858f8c835c2b80667a5175dd,mixto,10297333,Vendedor de tienda / Vendedora de tienda,Vendedor de tienda / Vendedora de tienda,mixto,si,Disc jockey,variable,mejorar vivienda,videojuegos_y_streaming | turismo_y_viajes,apoyo parcial a dos familiares,credito,4.81,calculado,media
PERF_0107,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Editor de video / Editora de video. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 4855333 COP. Hobbies declarados: turismo_y_viajes.,parcial,dentro_del_mvp,diseno_audiovisual_y_edicion_de_video,26541,"Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines",26541.06,Editor de video / Editora de video,principal,variable,si,,,,,,,,no_aplica,1,ingreso_variable_declarado,turismo_y_viajes,,,,,,actividad_principal:diseno_audiovisual_y_edicion_de_video | actividad_secundaria:ninguna | hobbies:turismo_y_viajes | meta:hacer_certificacion_profesional | responsabilidad:medicamentos_de_un_familiar | historia:equilibrio_sostenible,diseno_audiovisual_y_edicion_de_video | turismo_y_viajes,meta | responsabilidades,equilibrio_sostenible,6116237,8610757,si,train,si,fincoach_mvp_estructurado_v2.0,072ddf20c3f5ab40c1d69d7b8dca6d551536091ef86a77df4e745ac420a5fbff,variable,4855333,Editor de video / Editora de video,Editor de video / Editora de video,variable,no,,,no declarado,turismo_y_viajes,no declarada,credito,9.23,calculado,baja
PERF_0108,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Docente de educación básica secundaria. Estado de ingreso actual: apoyo. Ingreso mensual neto declarado: 4350000 COP. Hobbies declarados: impresion_3d | cocina_y_reposteria. Objetivo: crear fondo emergencia.,parcial,dentro_del_mvp,docencia_y_formacion,23300,Profesores de educación secundaria / Profesoras de educación secundaria,23300.001,Docente de educación básica secundaria,principal,apoyo,si,,,,,,,,no_aplica,1,apoyo_declarado,impresion_3d,cocina_y_reposteria,crear_fondo_emergencia,6_meses,medicamentos_de_un_familiar,1.0,actividad_principal:docencia_y_formacion | actividad_secundaria:ninguna | hobbies:impresion_3d | cocina_y_reposteria | meta:crear_fondo_emergencia | responsabilidad:medicamentos_de_un_familiar | historia:variable_resiliente,docencia_y_formacion | impresion_3d | cocina_y_reposteria | crear_fondo_emergencia | medicamentos_de_un_familiar,otras_fuentes_no_declaradas,variable_resiliente,7398949,11146414,si,train,si,fincoach_mvp_estructurado_v2.0,c4ea334d4414166c2eb93467be9c2eee74f87fe7b15a4119554c5a64065bd5d7,apoyo,4350000,Docente de educación básica secundaria,apoyo familiar o de terceros,apoyo,no,,,crear fondo emergencia,impresion_3d | cocina_y_reposteria,medicamentos de un familiar,credito,10.14,calculado,baja
PERF_0109,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Horticultor / Horticultora. Estado de ingreso actual: variable. Ingreso mensual neto declarado: 2888333 COP. Hobbies declarados: jardineria_y_agricultura_urbana. Objetivo: ampliar actividad economica.,parcial,dentro_del_mvp,agricultura,61131,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,principal,variable,si,,,,,,,,no_aplica,1,ingreso_variable_declarado,jardineria_y_agricultura_urbana,,ampliar_actividad_economica,6_meses,medicamentos_de_un_familiar,1.0,actividad_principal:agricultura | actividad_secundaria:ninguna | hobbies:jardineria_y_agricultura_urbana | meta:ampliar_actividad_economica | responsabilidad:medicamentos_de_un_familiar | historia:uso_planificado_reserva,agricultura | ampliar_actividad_economica | medicamentos_de_un_familiar,hobbies,uso_planificado_reserva,8904322,4208765,si,train,si,fincoach_mvp_estructurado_v2.0,191a0a179509da81346f5ff242170a602910cb9710843fbbfa6ee0bd13b5898a,variable,2888333,Horticultor / Horticultora,Horticultor / Horticultora,variable,no,,,ampliar actividad economica,jardineria_y_agricultura_urbana,medicamentos de un familiar,credito,14.18,calculado,baja
PERF_0110,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Barbero / Barbera. Estado de ingreso actual: sin_ingresos. Hobbies declarados: ciclismo.,parcial,dentro_del_mvp,peluqueria_y_barberia,51410,Peluqueros / Peluqueras,51410.001,Barbero / Barbera,principal,sin_ingresos,si,agricultura,61131.0,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",61131.017,Horticultor / Horticultora,secundaria,estacional,si,0,sin_ingresos_declarados,ciclismo,,,,,,actividad_principal:peluqueria_y_barberia | actividad_secundaria:agricultura | hobbies:ciclismo | meta:comprar_bicicleta | responsabilidad:gastos_de_un_hijo | historia:deterioro_reciente,peluqueria_y_barberia | agricultura | ciclismo,meta | responsabilidades,deterioro_reciente,13454509,5528457,si,train,si,fincoach_mvp_estructurado_v2.0,e644e4a3b18d171da86c0ab0848709fed30d0eab3c05c8c29f811cc50deb2109,sin_ingresos,0,Barbero / Barbera,sin ingresos actualmente; experiencia en Barbero / Barbera,sin_ingresos,no,,,no declarado,ciclismo,no declarada,credito,,no_calculable_sin_ingresos,nunca
PERF_0111,perfil_estructurado_v2.0,2026-04-01,Colombia,COP,Actividad principal declarada: Ingeniero de software / Ingeniera de software. Estado de ingreso actual: mixto. Ingreso mensual neto declarado: 4116333 COP. Ingreso adicional: actividad independiente adicional. Hobbies declarados: pintura | cocina_y_reposteria.,parcial,dentro_del_mvp,ingenieria_y_desarrollo_de_software,25120,Desarrolladores de software / Desarrolladoras de software,25120.031,Ingeniero de software / Ingeniera de software,principal,mixto,si,,,,,,,,no_aplica,2,ingresos_mixtos_declarados,pintura,cocina_y_reposteria,,,ninguna_declarada,0.0,actividad_principal:ingenieria_y_desarrollo_de_software | actividad_secundaria:ninguna | hobbies:pintura | cocina_y_reposteria | meta:mejorar_vivienda | responsabilidad:ninguna_declarada | historia:fragilidad_sostenida,ingenieria_y_desarrollo_de_software | pintura | cocina_y_reposteria | ninguna_declarada,meta,fragilidad_sostenida,1519560,28028897,si,train,si,fincoach_mvp_estructurado_v2.0,f9c93f0ab81e2439775c78a0070657e9016ddb4adf8ee3e1acb8491a0ee50fc7,mixto,4116333,Ingeniero de software / Ingeniera de software,Ingeniero de software / Ingeniera de software,mixto,si,actividad independiente adicional,variable,no declarado,pintura | cocina_y_reposteria,ninguna declarada,credito,6.22,calculado,baja
