ventana_id,perfil_id,fecha_corte,periodo_desde,periodo_hasta,estado_esperado,estado_modelo,estado_reto,estado_calculo_modelo,confianza_pct,nivel_incertidumbre_modelo,estado_ingreso_actual,objetivo_declarado,calidad_datos,factores_positivos,factores_atencion,informacion_faltante,explicacion_periodo,particion,prob_situacion_critica_pct,prob_fragilidad_sostenida_pct,prob_uso_planificado_reserva_pct,prob_acumulacion_estable_pct,prob_deterioro_reciente_pct,prob_equilibrio_sostenible_pct,prob_variable_resiliente_pct,recurrencias_observadas,recurrencias_fijas_observadas,recurrencias_variables_observadas,recurrencias_estacionales_observadas,eventos_inusuales_observados,tendencia_entradas,tendencia_salidas
VEN_0050_3,PERF_0050,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,68.92,media,estacional,True,alta,balance_no_negativo,sin_factor_dominante,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1557000 COP y una cobertura estimada de 5.54 meses. Este resultado describe el periodo y no a la persona.,test,0.0,0.8,4.03,18.88,1.25,6.12,68.92,2,2,0,0,3,estabilidad_observada,disminucion_observada
VEN_0049_3,PERF_0049,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -27311000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,3,estabilidad_observada,estabilidad_observada
VEN_0048_3,PERF_0048,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -15982000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,5,aumento_observado,disminucion_observada
VEN_0047_3,PERF_0047,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.85,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -16637000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.85,0.0,0.15,0.0,0.0,0.0,0.0,2,2,0,0,5,evidencia_insuficiente,aumento_observado
VEN_0053_3,PERF_0053,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,89.58,baja,estacional,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -12143000 COP y una cobertura estimada de 0.72 meses. Este resultado describe el periodo y no a la persona.,train,2.36,89.58,2.21,0.0,5.85,0.0,0.0,1,1,0,0,9,disminucion_observada,aumento_observado
VEN_0046_3,PERF_0046,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -14133000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,9,evidencia_insuficiente,aumento_observado
VEN_0044_3,PERF_0044,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.8,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19980000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.8,0.2,0.0,0.0,0.0,0.0,0.0,3,3,0,0,2,evidencia_insuficiente,estabilidad_observada
VEN_0043_3,PERF_0043,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.47,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8034000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.47,0.36,0.17,0.0,0.0,0.0,0.0,3,2,1,0,0,evidencia_insuficiente,estabilidad_observada
VEN_0042_3,PERF_0042,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,mixto,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -36993000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,0,7,aumento_observado,estabilidad_observada
VEN_0041_3,PERF_0041,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.37,baja,mixto,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20871000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.37,0.63,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,aumento_observado,disminucion_observada
VEN_0040_3,PERF_0040,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,98.38,baja,estacional,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -4208000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,98.38,1.25,0.02,0.0,0.35,0.0,0.0,1,1,0,0,4,disminucion_observada,estabilidad_observada
VEN_0039_3,PERF_0039,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,71.33,media,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -9874000 COP y una cobertura estimada de 1.40 meses. Este resultado describe el periodo y no a la persona.,test,3.13,71.33,6.89,0.0,18.46,0.0,0.2,2,2,0,0,6,disminucion_observada,aumento_observado
VEN_0045_3,PERF_0045,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.86,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -6582000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.86,0.14,0.0,0.0,0.0,0.0,0.0,3,2,1,0,3,evidencia_insuficiente,estabilidad_observada
VEN_0054_3,PERF_0054,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -22467000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,aumento_observado,aumento_observado
VEN_0055_3,PERF_0055,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.96,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -18140000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.96,0.04,0.0,0.0,0.0,0.0,0.0,3,2,1,0,2,aumento_observado,estabilidad_observada
VEN_0056_3,PERF_0056,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.77,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -26740000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.77,0.23,0.0,0.0,0.0,0.0,0.0,3,2,1,0,1,aumento_observado,estabilidad_observada
VEN_0071_3,PERF_0071,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.46,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20786000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,99.46,0.42,0.13,0.0,0.0,0.0,0.0,1,1,0,0,5,evidencia_insuficiente,disminucion_observada
VEN_0070_3,PERF_0070,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -27759000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,disminucion_observada,estabilidad_observada
VEN_0069_3,PERF_0069,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.65,baja,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -16942000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,99.65,0.17,0.0,0.0,0.18,0.0,0.0,2,2,0,0,6,disminucion_observada,estabilidad_observada
VEN_0068_3,PERF_0068,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,67.28,media,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -2396000 COP y una cobertura estimada de 0.80 meses. Este resultado describe el periodo y no a la persona.,train,0.34,67.28,21.46,0.0,3.8,6.18,0.94,2,2,0,0,6,aumento_observado,estabilidad_observada
VEN_0067_3,PERF_0067,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -27988000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,3,evidencia_insuficiente,aumento_observado
VEN_0066_3,PERF_0066,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.83,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19056000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,99.83,0.12,0.04,0.0,0.0,0.0,0.0,1,1,0,0,2,evidencia_insuficiente,estabilidad_observada
VEN_0065_3,PERF_0065,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.86,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -13704000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.86,0.14,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,evidencia_insuficiente,disminucion_observada
VEN_0064_3,PERF_0064,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,96.3,baja,mixto,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 6193000 COP y una cobertura estimada de 5.91 meses. Este resultado describe el periodo y no a la persona.,validation,0.0,0.0,0.0,2.25,0.0,1.45,96.3,2,2,0,0,3,aumento_observado,disminucion_observada
VEN_0063_3,PERF_0063,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,mixto,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -28228000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,1,disminucion_observada,aumento_observado
VEN_0062_3,PERF_0062,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.8,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19424000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.8,0.2,0.0,0.0,0.0,0.0,0.0,2,2,0,0,3,aumento_observado,aumento_observado
VEN_0061_3,PERF_0061,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,97.87,baja,estacional,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -16126000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,97.87,1.63,0.15,0.0,0.35,0.0,0.0,2,1,1,0,3,evidencia_insuficiente,estabilidad_observada
VEN_0060_3,PERF_0060,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -16816000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,estabilidad_observada,aumento_observado
VEN_0059_3,PERF_0059,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,98.05,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -4913000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,98.05,1.95,0.0,0.0,0.0,0.0,0.0,4,2,2,0,4,aumento_observado,disminucion_observada
VEN_0058_3,PERF_0058,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,saludable,calculado,96.23,baja,fijo,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1302000 COP y una cobertura estimada de 2.04 meses. Este resultado describe el periodo y no a la persona.,validation,0.0,0.06,1.21,1.87,0.0,96.23,0.63,3,2,1,0,0,disminucion_observada,disminucion_observada
VEN_0057_3,PERF_0057,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,saludable,calculado,93.72,baja,variable,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 11262000 COP y una cobertura estimada de 6.34 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.0,0.19,93.72,0.0,1.79,4.29,2,2,0,0,2,estabilidad_observada,estabilidad_observada
VEN_0038_3,PERF_0038,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,estado_incierto,no_disponible,requiere_confirmacion,75.77,alta,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8785000 COP y una cobertura estimada de 2.25 meses. Este resultado describe el periodo y no a la persona.,train,0.21,18.68,75.77,0.16,4.27,0.83,0.07,4,3,1,0,4,disminucion_observada,estabilidad_observada
VEN_0037_3,PERF_0037,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,85.67,baja,mixto,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 611000 COP y una cobertura estimada de 1.27 meses. Este resultado describe el periodo y no a la persona.,train,0.0,1.57,0.25,1.7,0.0,10.81,85.67,2,2,0,0,1,aumento_observado,disminucion_observada
VEN_0036_3,PERF_0036,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,87.45,baja,estacional,True,alta,balance_no_negativo,sin_factor_dominante,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1971000 COP y una cobertura estimada de 6.54 meses. Este resultado describe el periodo y no a la persona.,train,0.0,1.12,0.74,8.6,0.4,1.69,87.45,3,2,1,0,2,aumento_observado,disminucion_observada
VEN_0035_3,PERF_0035,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,mixto,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8191000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,disminucion_observada,estabilidad_observada
VEN_0015_3,PERF_0015,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,98.5,baja,mixto,False,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 6531000 COP y una cobertura estimada de 5.23 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.17,0.0,1.26,0.0,0.07,98.5,4,3,1,0,3,aumento_observado,disminucion_observada
VEN_0014_3,PERF_0014,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,mixto,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -25025000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,5,estabilidad_observada,disminucion_observada
VEN_0013_3,PERF_0013,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -14595000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,estabilidad_observada,estabilidad_observada
VEN_0012_3,PERF_0012,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,estado_incierto,no_disponible,requiere_confirmacion,82.49,alta,mixto,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -3112000 COP y una cobertura estimada de 3.16 meses. Este resultado describe el periodo y no a la persona.,validation,2.06,8.77,82.49,0.34,4.46,0.37,1.51,3,3,0,0,4,aumento_observado,estabilidad_observada
VEN_0011_3,PERF_0011,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,en_observacion,calculado,61.68,media,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -17035000 COP y una cobertura estimada de 0.82 meses. Este resultado describe el periodo y no a la persona.,train,0.49,33.86,3.98,0.0,61.68,0.0,0.0,2,2,0,0,6,disminucion_observada,aumento_observado
VEN_0010_3,PERF_0010,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,95.91,baja,variable,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1893000 COP y una cobertura estimada de 4.07 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.08,0.19,3.15,0.0,0.67,95.91,2,2,0,0,3,aumento_observado,disminucion_observada
VEN_0009_3,PERF_0009,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,saludable,calculado,89.44,baja,variable,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 869000 COP y una cobertura estimada de 2.33 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.41,0.09,8.33,0.16,89.44,1.58,2,2,0,0,5,estabilidad_observada,disminucion_observada
VEN_0008_3,PERF_0008,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,97.41,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -11238000 COP y una cobertura estimada de 0.60 meses. Este resultado describe el periodo y no a la persona.,train,1.31,97.41,0.28,0.0,1.0,0.0,0.0,2,2,0,0,0,evidencia_insuficiente,disminucion_observada
VEN_0007_3,PERF_0007,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,apoyo,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -34166000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,2,aumento_observado,aumento_observado
VEN_0006_3,PERF_0006,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,apoyo,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -26908000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,5,aumento_observado,disminucion_observada
VEN_0005_3,PERF_0005,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.53,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -9462000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.53,0.32,0.15,0.0,0.0,0.0,0.0,2,2,0,0,3,evidencia_insuficiente,aumento_observado
VEN_0004_3,PERF_0004,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,en_observacion,calculado,72.79,media,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -12994000 COP y una cobertura estimada de 1.39 meses. Este resultado describe el periodo y no a la persona.,train,0.19,21.28,5.68,0.0,72.79,0.0,0.06,1,1,0,0,8,estabilidad_observada,aumento_observado
VEN_0003_3,PERF_0003,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,98.67,baja,mixto,False,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 11930000 COP y una cobertura estimada de 5.25 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.04,0.0,1.29,0.0,0.0,98.67,2,2,0,0,1,aumento_observado,disminucion_observada
VEN_0002_3,PERF_0002,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,94.34,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -7569000 COP y una cobertura estimada de 1.35 meses. Este resultado describe el periodo y no a la persona.,train,0.6,94.34,3.68,0.0,1.39,0.0,0.0,2,2,0,0,0,evidencia_insuficiente,disminucion_observada
VEN_0001_3,PERF_0001,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,94.03,baja,mixto,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 2828000 COP y una cobertura estimada de 1.98 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.39,0.04,0.49,0.0,5.05,94.03,3,2,1,0,5,aumento_observado,estabilidad_observada
VEN_0016_3,PERF_0016,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,89.83,baja,apoyo,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -10260000 COP y una cobertura estimada de 0.48 meses. Este resultado describe el periodo y no a la persona.,test,5.55,89.83,3.24,0.0,1.38,0.0,0.0,3,3,0,0,1,estabilidad_observada,disminucion_observada
VEN_0072_3,PERF_0072,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.69,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -15865000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.69,0.31,0.0,0.0,0.0,0.0,0.0,3,2,1,0,2,evidencia_insuficiente,estabilidad_observada
VEN_0017_3,PERF_0017,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.83,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -9706000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.83,0.04,0.0,0.0,0.14,0.0,0.0,3,3,0,0,2,evidencia_insuficiente,estabilidad_observada
VEN_0019_3,PERF_0019,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,84.3,baja,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -1083000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,84.3,12.23,2.41,0.0,0.97,0.0,0.09,3,2,1,0,5,aumento_observado,estabilidad_observada
VEN_0034_3,PERF_0034,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.52,baja,estacional,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20186000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.52,0.19,0.13,0.0,0.16,0.0,0.0,1,1,0,0,1,estabilidad_observada,estabilidad_observada
